id,path,name,position,language,loc,words,keywords/globals.json,loop_statements,loop_nestings,if_statements,if_nestings,functions_calls,function_calls_nestings,params,param_kw_match,parse_error
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/timeit.py.functions/101-5,__init__,101:5,python,34,125,3,0,0,3,1,14,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/timeit.py.functions/230-1,timeit,230:1,python,4,30,2,0,0,0,0,2,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/timeit.py.functions/235-1,repeat,235:1,python,4,33,2,0,0,0,0,2,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/zoneinfo/__init__.py.functions/30-1,__dir__,30:1,python,2,7,1,0,0,0,0,3,3,0,0,none
557723563,projects/0/557723563-1fdc54433fb6188e570b0247e17c746597ecab89/python-hacked-bluetickhrm-1fdc544/venv/Lib/site-packages/jinja2/debug.py.functions/76-1,fake_traceback,76:1,python,72,213,2,0,0,4,2,8,1,0,0,none
332934941,projects/0/332934941-087877be1c9716109978be284ea74e2a47e9b522/azufre-Scrapy-087877b/env/Lib/importlib/_bootstrap.py.functions/1054-1,_calc___package__,1054:1,python,25,109,5,0,0,3,2,5,1,0,0,none
332934941,projects/0/332934941-087877be1c9716109978be284ea74e2a47e9b522/azufre-Scrapy-087877b/env/Lib/importlib/_bootstrap.py.functions/1081-1,__import__,1081:1,python,35,149,3,0,0,4,2,11,2,0,0,none
726697627,projects/0/726697627-d66d73ad016cbbd9b598706c4e88e27f0845a00e/nasttymain-SecondLF-d66d73a/secondlf.py.functions/33-1,app_init,33:1,python,113,535,1,6,2,11,5,79,3,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/ctypes/test/__init__.py.functions/61-1,get_tests,61:1,python,24,106,1,2,2,5,2,14,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/cProfile.py.functions/18-1,runctx,18:1,python,3,19,2,0,0,0,0,2,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/cProfile.py.functions/97-5,runctx,97:5,python,7,18,2,0,0,0,0,3,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/site-packages/setuptools/command/egg_info.py.functions/197-5,get_svn_revision,197:5,python,4,17,1,0,0,1,1,4,3,0,0,none
332934941,projects/0/332934941-087877be1c9716109978be284ea74e2a47e9b522/azufre-Scrapy-087877b/env/Lib/os.py.functions/37-1,_exists,37:1,python,2,7,1,0,0,0,0,1,1,0,0,none
557723563,projects/0/557723563-1fdc54433fb6188e570b0247e17c746597ecab89/python-hacked-bluetickhrm-1fdc544/venv/Lib/site-packages/jinja2/sandbox.py.functions/252-5,__init__,252:5,python,5,28,1,0,0,0,0,4,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/profile.py.functions/69-1,runctx,69:1,python,16,59,2,0,0,1,1,4,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/profile.py.functions/440-5,runctx,440:5,python,8,25,2,0,0,0,0,3,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/profile.py.functions/510-5,_calibrate_inner,510:5,python,61,142,1,3,1,6,1,15,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/distutils/sysconfig.py.functions/440-1,get_config_vars,440:1,python,37,124,1,1,1,4,2,6,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/pkg_resources/__init__.py.functions/136-1,_declare_state,136:1,python,3,13,1,0,0,0,0,4,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/pkg_resources/__init__.py.functions/141-1,__getstate__,141:1,python,6,20,1,1,1,0,0,3,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/pkg_resources/__init__.py.functions/149-1,__setstate__,149:1,python,5,21,1,1,1,0,0,3,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/pkg_resources/__init__.py.functions/3066-1,issue_warning,3066:1,python,11,28,1,1,1,0,0,3,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/pkg_resources/__init__.py.functions/3245-1,_initialize,3245:1,python,9,34,1,0,0,0,0,6,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/pkg_resources/__init__.py.functions/3257-1,_initialize_master_working_set,3257:1,python,37,99,1,0,0,0,0,11,2,0,0,none
118961249,projects/0/118961249-99262e1f53617d2ea1d64fe2e8ddf9fced51426b/SSDeepthiKatta-Python-99262e1/LAB2/SourceCode/LAB2/venv/Lib/importlib/_bootstrap.py.functions/1035-1,_calc___package__,1035:1,python,25,109,5,0,0,3,2,5,1,0,0,none
118961249,projects/0/118961249-99262e1f53617d2ea1d64fe2e8ddf9fced51426b/SSDeepthiKatta-Python-99262e1/LAB2/SourceCode/LAB2/venv/Lib/importlib/_bootstrap.py.functions/1062-1,__import__,1062:1,python,33,143,3,0,0,4,2,10,2,0,0,none
557723563,projects/0/557723563-1fdc54433fb6188e570b0247e17c746597ecab89/python-hacked-bluetickhrm-1fdc544/venv/Lib/site-packages/setuptools/depends.py.functions/161-1,_update_globals,161:1,python,13,49,1,1,1,1,1,3,1,0,0,none
557723563,projects/0/557723563-1fdc54433fb6188e570b0247e17c746597ecab89/python-hacked-bluetickhrm-1fdc544/venv/Lib/site-packages/dynaconf/loaders/__init__.py.functions/330-1,write,330:1,python,12,63,1,0,0,2,1,7,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Tools/Scripts/pickle2db.py.functions/52-1,usage,52:1,python,2,7,1,0,0,0,0,2,2,0,0,none
92771870,projects/0/92771870-4557e9280d024532812bc92a7ff41f3607d7b3aa/m65v-opendlv.scaledcars-4557e92/opendlv.scaledcars-master/opendlv.scaledcars-master/thirdparty/cxxtest/admin/virtualenv_1.7.py.functions/766-1,main,766:1,python,165,558,3,0,0,14,3,52,2,0,0,none
332934941,projects/0/332934941-087877be1c9716109978be284ea74e2a47e9b522/azufre-Scrapy-087877b/env/Lib/site-packages/setuptools/tests/test_sandbox.py.functions/36-5,test_setup_py_with_CRLF,36:5,python,5,27,1,0,0,0,0,5,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/rexec.py.functions/338-5,r_import,338:5,python,10,57,2,0,0,0,0,1,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/sre_constants.py.functions/67-1,_makecodes,67:1,python,5,28,1,0,0,0,0,6,2,0,0,none
557723563,projects/0/557723563-1fdc54433fb6188e570b0247e17c746597ecab89/python-hacked-bluetickhrm-1fdc544/venv/Lib/site-packages/django/utils/version.py.functions/76-1,get_git_changeset,76:1,python,26,112,1,0,0,1,1,8,3,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/xml/sax/__init__.py.functions/98-5,_create_parser,98:5,python,4,18,1,0,0,0,0,3,2,0,0,none
118961249,projects/0/118961249-99262e1f53617d2ea1d64fe2e8ddf9fced51426b/SSDeepthiKatta-Python-99262e1/LAB3/SourceCode/LAB3/venv/Lib/site-packages/pandas/io/packers.py.functions/546-1,decode,546:1,python,135,553,10,0,0,5,2,67,3,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/pip/_vendor/__init__.py.functions/29-1,vendored,29:1,python,15,39,1,0,0,0,0,6,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/hotshot/__init__.py.functions/60-5,runctx,60:5,python,9,35,2,0,0,0,0,2,1,0,0,none
332934941,projects/0/332934941-087877be1c9716109978be284ea74e2a47e9b522/azufre-Scrapy-087877b/env/Lib/locale.py.functions/1681-1,_print_locale,1681:1,python,55,168,1,4,1,1,1,40,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/setuptools/_distutils/sysconfig.py.functions/450-1,_init_posix,450:1,python,19,59,2,0,0,0,0,10,3,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/setuptools/_distutils/sysconfig.py.functions/490-1,get_config_vars,490:1,python,74,205,1,1,1,10,4,19,2,0,0,none
118961249,projects/0/118961249-99262e1f53617d2ea1d64fe2e8ddf9fced51426b/SSDeepthiKatta-Python-99262e1/LAB3/SourceCode/LAB3/venv/Lib/site-packages/pandas/tests/io/test_packers.py.functions/651-5,_test_compression_warns_when_decompress_caches,651:5,python,51,157,1,4,2,0,0,19,2,0,0,none
118961249,projects/0/118961249-99262e1f53617d2ea1d64fe2e8ddf9fced51426b/SSDeepthiKatta-Python-99262e1/LAB2/SourceCode/LAB2/venv/Lib/site-packages/numpy/distutils/system_info.py.functions/2508-1,show_all,2508:1,python,30,105,1,2,1,8,2,14,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/setuptools/depends.py.functions/161-1,_update_globals,161:1,python,13,49,1,1,1,1,1,3,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/test/test_profile.py.functions/21-5,do_profiling,21:5,python,13,47,1,1,1,0,0,15,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/test/test_profile.py.functions/43-5,test_calling_conventions,43:5,python,18,62,1,1,1,0,0,10,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/ihooks.py.functions/362-5,import_module,362:5,python,8,40,1,0,0,2,1,3,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/ihooks.py.functions/404-5,import_module,404:5,python,10,44,2,0,0,2,1,6,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/ihooks.py.functions/415-5,determine_parent,415:5,python,44,153,7,1,1,9,4,8,1,0,0,none
235417661,projects/0/235417661-e5cf149dcd7d2c62e1f4ca9eea47c05cc6d838c8/wmgroot-aros-e5cf149/aros/aros.py.functions/95-5,load_arguments,95:5,python,14,126,1,0,0,0,0,13,4,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/pip/_vendor/pep517/_in_process.py.functions/250-1,main,250:1,python,27,98,1,0,0,2,1,9,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/clang/host/linux-x86/clang-r416183b/python3/lib/python3.9/site-packages/pip/_internal/commands/debug.py.functions/66-1,get_module_from_module_name,66:1,python,15,25,1,0,0,1,1,6,2,0,0,none
514691046,projects/0/514691046-8142f28146506924955566d25a5bc74bfae6e694/byrongomezjr-npr_podcast_content_aggregator-8142f28/.venv/lib/python3.9/site-packages/pip/_vendor/__init__.py.functions/29-1,vendored,29:1,python,19,39,1,0,0,0,0,6,2,0,0,none
557723563,projects/0/557723563-1fdc54433fb6188e570b0247e17c746597ecab89/python-hacked-bluetickhrm-1fdc544/venv/Lib/site-packages/django/core/management/commands/shell.py.functions/114-5,handle,114:5,python,26,64,2,1,1,3,1,11,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/warnings.py.functions/197-1,warn,197:1,python,39,111,7,0,0,7,2,8,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/test/test_tools.py.functions/362-1,test_main,362:1,python,3,14,1,0,0,0,0,4,3,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/turtle.py.functions/3959-1,_make_global_funcs,3959:1,python,11,47,2,1,1,1,1,8,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/210-1,_declare_state,210:1,python,3,13,1,0,0,0,0,4,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/214-1,__getstate__,214:1,python,6,20,1,1,1,0,0,3,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/221-1,__setstate__,221:1,python,5,21,1,1,1,0,0,3,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/2831-1,issue_warning,2831:1,python,11,28,1,1,1,0,0,3,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/site-packages/setuptools/sandbox.py.functions/32-1,_execfile,32:1,python,15,70,3,0,0,2,1,6,1,0,0,none
557723563,projects/0/557723563-1fdc54433fb6188e570b0247e17c746597ecab89/python-hacked-bluetickhrm-1fdc544/venv/Lib/site-packages/PIL/Image.py.functions/346-1,init,346:1,python,20,61,1,1,1,2,1,5,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/doctest.py.functions/190-1,_normalize_module,190:1,python,18,102,1,0,0,1,1,7,2,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/doctest.py.functions/2791-1,_test,2791:1,python,23,88,1,1,1,4,2,11,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/collections/__init__.py.functions/55-1,__getattr__,55:1,python,14,61,1,0,0,1,1,4,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/multiprocessing/context.py.functions/204-5,reducer,204:5,python,4,23,1,0,0,0,0,2,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/multiprocessing/context.py.functions/210-5,reducer,210:5,python,2,7,1,0,0,0,0,1,1,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/os.py.functions/518-1,_exists,518:1,python,2,7,1,0,0,0,0,1,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/377-1,_create_fn,377:1,python,25,78,2,0,0,3,1,6,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/416-1,_field_init,416:1,python,52,87,4,0,0,5,3,1,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/489-1,_init_fn,489:1,python,48,122,3,2,1,5,2,8,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/539-1,_repr_fn,539:1,python,9,30,3,0,0,0,0,3,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/550-1,_frozen_get_del_attr,550:1,python,23,91,5,0,0,1,1,4,2,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/575-1,_cmp_fn,575:1,python,12,27,3,0,0,0,0,1,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/589-1,_hash_fn,589:1,python,6,18,3,0,0,0,0,2,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/767-1,_hash_set_none,767:1,python,2,7,1,0,0,0,0,0,0,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/770-1,_hash_add,770:1,python,3,26,2,0,0,1,1,1,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/774-1,_hash_exception,774:1,python,4,17,1,0,0,0,0,1,1,0,0,none
829743320,projects/0/829743320-491e7bcdf5c41f698e5ea5ed25c5d225e71c9e42/physwizz-A245-U-u5-491e7bc/prebuilts/build-tools/common/py3-stdlib/dataclasses.py.functions/809-1,_process_class,809:1,python,187,428,10,6,2,20,2,47,3,0,0,none
41652700,projects/0/41652700-b50b7d8738cba5e2a4865b381185f646a96c872c/imharrywu-v8-b50b7d8/third_party/python/Lib/ssl.py.functions/114-1,_import_symbols,114:1,python,4,17,1,1,1,1,1,4,1,0,0,none
118961249,projects/0/118961249-99262e1f53617d2ea1d64fe2e8ddf9fced51426b/SSDeepthiKatta-Python-99262e1/LAB3/SourceCode/LAB3/venv/Lib/site-packages/numpy/__config__.py.functions/21-1,get_info,21:1,python,3,13,1,0,0,0,0,3,2,0,0,none
118961249,projects/0/118961249-99262e1f53617d2ea1d64fe2e8ddf9fced51426b/SSDeepthiKatta-Python-99262e1/LAB3/SourceCode/LAB3/venv/Lib/site-packages/numpy/__config__.py.functions/25-1,show,25:1,python,11,54,1,2,2,3,1,10,2,0,0,none
